,category,movie_id,year,count,mean,std,type,gen,film,winner,budget,company,country,director,gross,rating,runtime,imdb_rating,star,imdb_votes_num,writer,imdb_genre,company_gross,director_gross,star_gross,writer_gross
2679,1,2735,1999,646,2.7120743034055725,1.024086524652249,train,['Drama'],Hamlet,4.0,0.0,Canal+,USA,Franco Zeffirelli,20710451.0,PG,135.0,6.8,Mel Gibson,18778.0,William Shakespeare,Drama,195966970.0,26100093.0,1263697171.0,109090276.0
2680,1,2735,1999,646,2.7120743034055725,1.024086524652249,train,['Drama'],Hamlet,4.0,18000000.0,Castle Rock Entertainment,UK,Kenneth Branagh,4414535.0,PG-13,242.0,7.8,Kenneth Branagh,32078.0,William Shakespeare,Drama,792947826.0,101554713.0,81831954.0,109090276.0
2681,1,2735,1999,646,2.7120743034055725,1.024086524652249,train,['Drama'],Hamlet,4.0,2000000.0,double A Films,USA,Michael Almereyda,1568749.0,R,112.0,6.0,Ethan Hawke,8354.0,William Shakespeare,Drama,0.0,446934.0,121901970.0,109090276.0
2682,3,2736,1999,316,3.4651898734177213,0.8444347947377542,train,"['Adventure', 'Drama']",Male and Female,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2683,1,2737,1999,19,2.421052631578948,1.0173926082384548,train,"['Adventure', 'Romance']",Medicine Man,,40000000.0,Hollywood Pictures,USA,John McTiernan,45500797.0,PG-13,106.0,6.0,Sean Connery,18461.0,Tom Schulman,Adventure,1363030804.0,462564997.0,501515303.0,162355753.0
2684,3,2738,1999,154,3.5064935064935066,0.9785059522815224,train,"['Action', 'Adventure', 'Drama']","Spiders Part 1: The Golden Lake, The (Die Spinnen, 1. Teil: Der Goldene See)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2685,3,2739,1999,1018,3.6444007858546166,1.050950351621158,train,"['Documentary', 'Drama']",On the Ropes,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2686,1,2740,1999,16,2.0625,0.9287087810503356,train,['Drama'],Rosie,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2687,1,2741,1999,66,2.9696969696969697,0.9276885579794872,train,"['Action', 'Adventure', 'Fantasy']","13th Warrior, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2688,1,2742,1999,16,2.875,1.4548768561863459,train,"['Horror', 'Sci-Fi', 'Thriller']","Astronaut's Wife, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2689,1,2743,1999,13,3.5384615384615383,0.7762500258061846,train,"['Children', 'Comedy']",Dudley Do-Right,,70000000.0,Universal Pictures,USA,Hugh Wilson,9694105.0,PG,77.0,3.9,Brendan Fraser,8641.0,Jay Ward,Comedy,4711173023.0,148880056.0,125560591.0,105263257.0
2690,3,2744,1999,33,3.6666666666666665,1.2665570127975554,train,['Comedy'],"Muse, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2691,3,2745,1999,390,3.797435897435897,0.9498984330734328,train,['Drama'],Cabaret Balkan (Bure Baruta),,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2692,3,2746,1999,978,3.243353783231084,1.0726342894604413,train,"['Children', 'Drama']",A Dog of Flanders,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2693,1,2747,1999,306,3.333333333333333,1.0242950394631678,train,['Drama'],"Lost Son, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2694,1,2748,1999,143,2.055944055944056,0.9327848941851776,train,"['Romance', 'War']",Lucie Aubrac,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2695,1,2749,1999,149,3.1677852348993287,0.8415131525987786,train,"['Comedy', 'Romance']","Very Thought of You, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2696,3,2750,1999,504,3.6686507936507935,0.8193299431516561,train,"['Action', 'Adventure', 'Comedy', 'Thriller']",Chill Factor,,70000000.0,Morgan Creek Productions,USA,Hugh Johnson,11227940.0,R,102.0,5.2,Cuba Gooding Jr.,8600.0,Drew Gitlin,Action,533496235.0,0.0,66727510.0,0.0
2697,1,2751,1999,57,3.0350877192982457,1.253066414279982,train,['Comedy'],Outside Providence,,7000000.0,Miramax,USA,Michael Corrente,7292175.0,R,96.0,6.4,Shawn Hatosy,7949.0,Peter Farrelly,Comedy,461469756.0,0.0,0.0,127175354.0
2698,1,2752,1999,191,2.952879581151832,1.0427088109200715,train,"['Comedy', 'Romance']",Bedrooms & Hallways,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2699,1,2753,1999,68,3.117647058823529,1.0152481023839472,train,"['Comedy', 'Crime', 'Thriller']",I Woke Up Early the Day I Died,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2700,1,2754,1999,6,2.333333333333333,1.2110601416389968,train,['Drama'],West Beirut (West Beyrouth),,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2701,1,2755,1999,35,2.4,0.9455779434075351,train,"['Drama', 'Thriller']",Stigmata,,29000000.0,Metro-Goldwyn-Mayer (MGM),USA,Rupert Wainwright,50046268.0,R,103.0,6.2,Patricia Arquette,57128.0,Tom Lazarus,Horror,865420812.0,30577969.0,8386405.0,0.0
2702,1,2756,1999,44,2.8409090909090913,0.9135461653329312,train,"['Horror', 'Mystery', 'Thriller']",Stir of Echoes,,12000000.0,Artisan Entertainment,USA,David Koepp,21133087.0,R,99.0,7.0,Kevin Bacon,65477.0,Richard Matheson,Horror,9247881.0,3594848.0,113203772.0,55485043.0
2703,3,2757,1999,160,3.5375,0.9375969551542204,train,"['Crime', 'Drama']",Best Laid Plans,,7000000.0,Dogstar Films,USA,Mike Barker,25651.0,R,92.0,6.2,Alessandro Nivola,6562.0,Ted Griffin,Crime,0.0,0.0,0.0,0.0
2704,1,2758,1999,68,2.9411764705882355,1.1047030119053405,train,"['Comedy', 'Romance']","Black Cat, White Cat (Crna macka, beli macor)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2705,3,2759,1999,551,3.364791288566243,1.0580229856569834,train,"['Drama', 'Mystery']","Minus Man, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2706,1,2760,1999,30,3.466666666666667,1.166584561971349,train,"['Comedy', 'Drama']",Whiteboyz,,0.0,Bac Films,France,Marc Levin,36025.0,R,92.0,5.3,Danny Hoch,1606.0,Garth Belcon,Drama,0.0,0.0,0.0,0.0
2707,4,2761,1999,751,3.940079893475366,1.090751175539983,train,"['Adventure', 'Children', 'Comedy', 'Drama']","Adventures of Milo and Otis, The (Koneko monogatari)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2708,4,2762,1999,3815,4.18610747051114,0.8912944481910954,train,"['Adventure', 'Drama', 'Romance']",Only Angels Have Wings,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2709,3,2763,1999,1758,3.4288964732650737,0.9936085041451016,train,['Drama'],"Othello (Tragedy of Othello: The Moor of Venice, The)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2710,3,2764,1999,262,3.5725190839694663,0.9511480004665388,train,"['Comedy', 'Drama']",Queens Logic,,0.0,Carolco Pictures,USA,Steve Rash,612781.0,R,100.0,5.9,Kevin Bacon,1343.0,Tony Spiridakis,Comedy,799442084.0,100040931.0,113203772.0,612781.0
2711,3,2765,1999,71,2.9295774647887325,1.0599722861871954,train,"['Drama', 'Thriller']",Public Access,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2712,3,2766,1999,62,3.1451612903225805,1.0688859558782302,train,"['Adventure', 'Sci-Fi', 'Thriller']",Saturn 3,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2713,1,2767,1999,138,3.0942028985507246,1.2075654530894742,train,['Drama'],"Soldier's Story, A",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2714,3,2768,1999,25,2.24,1.2675435561221031,train,"['Horror', 'Mystery']","Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2715,2,2769,1999,9,2.7777777777777777,1.481365736219265,train,['Horror'],Don't Look in the Basement!,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2716,1,2770,1999,1865,3.3211796246648797,0.9817578077850241,train,['Horror'],Nightmares,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2717,1,2771,1999,202,2.792079207920792,1.1702517625386182,train,['Thriller'],I Saw What You Did,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2718,3,2772,1999,135,2.437037037037037,1.2554799724824717,train,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Musical']",Yellow Submarine,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2719,1,2773,1999,17,2.411764705882353,1.3256518929102281,train,"['Drama', 'Romance']",American Beauty,5.0,15000000.0,DreamWorks,USA,Sam Mendes,130096601.0,R,122.0,8.4,Kevin Spacey,899755.0,Alan Ball,Drama,481663364.0,0.0,251134001.0,0.0
2720,3,2774,1999,160,3.19375,1.0728019798873951,train,"['Documentary', 'Musical']",Stop Making Sense,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2721,3,2775,1999,49,3.326530612244898,1.281076290696629,train,['Comedy'],Blue Streak,,65000000.0,Columbia Pictures,USA,Les Mayfield,68518533.0,PG-13,93.0,6.3,Martin Lawrence,64009.0,Michael Berry,Action,83350766.0,150864589.0,80180542.0,0.0
2722,3,2776,1999,96,3.6354166666666665,1.161847817434449,train,"['Comedy', 'Drama']",For Love of the Game,,80000000.0,Universal Pictures,USA,Sam Raimi,35168395.0,PG-13,137.0,6.6,Kevin Costner,27499.0,Michael Shaara,Drama,4711173023.0,86252822.0,1000750215.0,10769960.0
2723,2,2777,1999,5,2.4,1.6733200530681511,train,['Drama'],Caligula,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2724,1,2778,1999,7,2.142857142857143,0.8997354108424372,train,"['Adventure', 'Comedy', 'Musical']","Hard Day's Night, A",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2725,3,2779,1999,447,3.523489932885906,0.8928004960769722,train,['Comedy'],Splendor,,0.0,Desperate Pictures,UK,Gregg Araki,45703.0,R,93.0,5.9,Kathleen Robertson,2740.0,Gregg Araki,Comedy,692585.0,1078225.0,0.0,1078225.0
2726,3,2780,1999,60,3.316666666666667,0.8731720211568126,train,['Comedy'],Sugar Town,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2727,1,2781,1999,73,3.0273972602739727,1.0270318985055649,train,['Drama'],"Buddy Holly Story, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2728,3,2782,1999,109,3.2201834862385317,1.021598222876308,train,"['Comedy', 'Horror', 'Thriller']",Fright Night,,30000000.0,DreamWorks,USA,Craig Gillespie,18298649.0,R,106.0,6.4,Anton Yelchin,89412.0,Marti Noxon,Comedy,481663364.0,0.0,0.0,0.0
2729,2,2783,1999,18,2.7222222222222223,1.1274936053323579,train,['Horror'],Fright Night Part II,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2730,3,2784,1999,69,3.217391304347826,1.0692158371413427,train,['Drama'],"Separation, The (Séparation, La)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2731,2,2785,1999,8,2.75,1.164964745021435,train,['Comedy'],Barefoot in the Park,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2732,1,2786,1999,60,2.3666666666666667,1.149305857812558,train,"['Adventure', 'Drama', 'Thriller']",Deliverance,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2733,1,2787,1999,144,3.020833333333333,0.9495582336859804,train,"['Adventure', 'Fantasy']",Excalibur,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2734,3,2788,1999,492,4.032520325203252,0.8141814261563943,train,"['Drama', 'Mystery', 'Romance']",Lulu on the Bridge,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2735,1,2789,1999,149,2.7718120805369133,1.103561833883551,train,"['Comedy', 'Musical', 'Romance']","Pajama Game, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2736,2,2790,1999,61,2.6557377049180326,1.046983697766101,train,"['Drama', 'Mystery', 'Romance']",Sommersby,,0.0,Canal+,France,Jon Amiel,50081992.0,PG-13,114.0,6.1,Richard Gere,16471.0,Daniel Vigne,Drama,195966970.0,98966509.0,408882674.0,50081992.0
2737,4,2791,1999,2392,3.8620401337792636,1.0324053612026054,train,"['Animation', 'Children', 'Fantasy']",Thumbelina,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2738,1,2792,1999,462,2.885281385281385,0.9757581327694671,train,['Musical'],Tommy,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2739,1,2793,1999,179,2.6256983240223457,1.1013826542927532,train,['Horror'],Hell Night,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2740,1,2794,1999,419,2.8711217183770885,1.0456569702838787,train,"['Action', 'Adventure', 'Comedy']",Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak),,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2741,4,2795,1999,624,3.782051282051282,0.9994854007872236,train,"['Action', 'Adventure', 'Comedy']",Armour of God (Long xiong hu di),,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2742,1,2796,1999,168,2.7976190476190474,1.0122573565070694,train,"['Action', 'Crime', 'Drama', 'Thriller']",Double Jeopardy,,70000000.0,Paramount Pictures,USA,Bruce Beresford,116741558.0,R,105.0,6.4,Ashley Judd,60299.0,David Weisberg,Crime,5605341916.0,173441737.0,1001437.0,134782745.0
2743,4,2797,1999,2389,3.785684386772709,0.8868739460368504,train,['Drama'],Jakob the Liar,,45000000.0,Columbia Pictures,France,Peter Kassovitz,4956401.0,PG-13,120.0,6.5,Robin Williams,13320.0,Jurek Becker,Drama,83350766.0,0.0,1243419681.0,0.0
2744,1,2798,1999,133,1.9398496240601504,1.0642923278093983,train,"['Comedy', 'Drama']",Mumford,,28000000.0,Touchstone Pictures,USA,Lawrence Kasdan,4554569.0,R,112.0,6.9,Loren Dean,8298.0,Lawrence Kasdan,Comedy,3293405164.0,146010760.0,0.0,155188740.0
2745,2,2799,1999,53,1.7358490566037736,0.9230164469787758,train,"['Comedy', 'Romance']",Dog Park,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2746,3,2800,1999,37,2.675675675675676,1.4152748860214412,train,"['Drama', 'Romance']",Guinevere,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2747,4,2801,1997,2,3.5,2.1213203435596424,train,"['Children', 'Comedy']","Adventures of Elmo in Grouchland, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2748,1,2802,1999,377,3.037135278514589,0.9585562421772702,train,"['Action', 'Comedy']",Simon Sez,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2749,3,2803,1999,506,3.2351778656126484,0.8977571988590001,train,"['Comedy', 'Romance']",Drive Me Crazy,,8500000.0,Twentieth Century Fox Film Corporation,USA,John Schultz,17845337.0,PG-13,91.0,5.7,Melissa Joan Hart,15840.0,Todd Strasser,Comedy,4297884416.0,0.0,0.0,0.0
2750,3,2804,1999,1412,4.246458923512748,0.8749738457638466,train,"['Comedy', 'Drama']","Mystery, Alaska",,28000000.0,Baldwin/Cohen Productions,Canada,Jay Roach,8888143.0,R,119.0,6.7,Russell Crowe,23089.0,David E. Kelley,Comedy,0.0,53883989.0,308578.0,0.0
2751,1,2805,1999,575,2.6191304347826088,1.035594364861088,train,"['Action', 'Adventure', 'Comedy', 'Drama', 'War']",Three Kings,,75000000.0,Warner Bros.,USA,David O. Russell,60652036.0,R,114.0,7.1,George Clooney,145142.0,John Ridley,Action,5425169466.0,16250736.0,78825708.0,6633400.0
2752,1,2806,1999,203,2.167487684729064,1.1395357286315253,train,['Comedy'],"Happy, Texas",,1700000.0,Marked Entertainment,USA,Mark Illsley,1943649.0,PG-13,98.0,6.3,Jeremy Northam,8911.0,Ed Stone,Comedy,0.0,0.0,0.0,0.0
2753,1,2807,1999,183,1.6229508196721312,1.1265614476672832,train,"['Action', 'Drama']",New Rose Hotel,,0.0,Edward R. Pressman Film,USA,Abel Ferrara,20416.0,R,93.0,4.9,Christopher Walken,3666.0,William Gibson,Drama,6798396.0,7868085.0,25231127.0,19096416.0
2754,2,2808,1999,360,2.5444444444444443,1.0755433800477752,train,"['Action', 'Adventure', 'Drama']",Plunkett & MaCleane,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2755,1,2809,1999,51,1.843137254901961,1.0839289463725534,train,"['Drama', 'Romance']",Romance,,0.0,Flach Film,France,Catherine Breillat,1282941.0,R,84.0,5.3,Caroline Ducey,8516.0,Catherine Breillat,Drama,760539.0,410109.0,0.0,410109.0
2756,4,2810,1999,28,3.4285714285714284,1.3451854182690983,train,"['Adventure', 'Drama']",Napoleon and Samantha,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2757,3,2811,1999,20,2.5,1.0513149660756935,train,['Western'],Alvarez Kelly,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2758,1,2812,1999,70,2.6142857142857143,1.1708148672681555,train,"['Comedy', 'War']",And the Ship Sails On (E la nave va),,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2759,1,2813,1999,53,3.169811320754717,1.3407209463655076,train,"['Horror', 'Mystery']","Dark Half, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2760,2,2814,1999,12,2.6666666666666665,0.7784989441615229,train,"['Adventure', 'Animation', 'Children']",Gulliver's Travels,0.0,112000000.0,Twentieth Century Fox Film Corporation,USA,Rob Letterman,42779261.0,PG,85.0,4.9,Jack Black,56336.0,Joe Stillman,Adventure,4297884416.0,0.0,0.0,0.0
2761,1,2815,1999,293,2.4539249146757682,1.0895329940060638,train,"['Horror', 'Sci-Fi']",Monkey Shines,,7000000.0,Orion Pictures,USA,George A. Romero,5344577.0,R,113.0,6.2,Jason Beghe,8595.0,Michael Stewart,Drama,791626826.0,14923645.0,5344577.0,5344577.0
2762,1,2816,1999,143,1.6713286713286712,0.9252043837865228,train,"['Horror', 'Sci-Fi']",Phantasm,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2763,1,2817,1999,107,1.616822429906542,1.0246477518353367,train,"['Horror', 'Mystery', 'Thriller']",Psycho II,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2764,1,2818,1999,82,1.6341463414634143,1.0365207128641116,train,"['Horror', 'Thriller']",Psycho III,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2765,3,2819,1999,509,4.068762278978389,0.7993517553684011,train,['Drama'],Rain,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2766,3,2820,1999,59,3.8305084745762716,0.8740027296746087,train,"['Action', 'Adventure', 'Drama']",Sanjuro (Tsubaki Sanjûrô),,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2767,2,2821,1999,2,2.0,1.4142135623730951,train,"['Drama', 'Romance']",Random Hearts,,64000000.0,Columbia Pictures Corporation,USA,Sydney Pollack,31054924.0,R,133.0,5.1,Harrison Ford,17776.0,Warren Adler,Drama,2941607325.0,221263587.0,1091594866.0,86888546.0
2768,2,2822,1999,281,2.907473309608541,1.020494113599986,train,['Comedy'],Superstar,,34000000.0,Broadway Pictures,USA,Bruce McCulloch,30628981.0,PG-13,81.0,5.0,Molly Shannon,15732.0,Molly Shannon,Comedy,105381629.0,0.0,0.0,0.0
2769,1,2823,1999,7,3.2857142857142856,1.1126972805283737,train,['Drama'],Boys Don't Cry,1.0,2000000.0,Fox Searchlight Pictures,USA,Kimberly Peirce,11533945.0,R,118.0,7.6,Hilary Swank,81901.0,Kimberly Peirce,Biography,21371168.0,0.0,0.0,0.0
2770,3,2824,1999,29,3.310344827586207,1.365478677865178,train,['Documentary'],"Five Wives, Three Secretaries and Me",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2771,1,2825,1999,27,2.814814814814815,1.4421414908988923,train,"['Drama', 'Romance']","Ennui, L'",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2772,1,2826,1999,501,2.730538922155689,1.1888000290133056,train,['Drama'],"Grandfather, The (Abuelo, El)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2773,1,2827,1999,277,2.0866425992779782,1.056245362938674,train,"['Crime', 'Drama', 'Thriller']","Limey, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2774,1,2828,1999,161,1.813664596273292,1.06186727598191,train,"['Comedy', 'Sci-Fi']",The Mating Habits of the Earthbound Human,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2775,1,2829,1999,702,2.780626780626781,1.024810983731807,train,"['Comedy', 'Drama']",Molly,,21000000.0,Absolute Entertainment (II),USA,John Duigan,15593.0,PG-13,102.0,5.8,Elisabeth Shue,2410.0,Richard Christie,Comedy,0.0,13433607.0,34368475.0,0.0
2776,3,2830,1999,61,3.4918032786885247,1.1919584838921211,train,['Comedy'],Risky Business,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2777,1,2831,1999,51,2.5686274509803924,1.3000754125939666,train,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Total Recall,1.0,125000000.0,Total Recall,USA,Len Wiseman,58877969.0,PG-13,118.0,6.3,Colin Farrell,214699.0,Kurt Wimmer,Action,0.0,0.0,0.0,0.0
2778,2,2832,1999,11,2.727272727272727,1.1908743922772955,train,"['Crime', 'Thriller']",Body Heat,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2779,3,2833,1999,84,3.261904761904762,1.1524625035747258,train,['Comedy'],Ferris Bueller's Day Off,,6000000.0,Paramount Pictures,USA,John Hughes,70136369.0,PG-13,103.0,7.8,Matthew Broderick,264740.0,John Hughes,Comedy,5605341916.0,236148207.0,609557289.0,1041258957.0
2780,3,2834,1999,30,3.333333333333333,1.0283342182227604,train,"['Drama', 'Romance', 'War']","Year of Living Dangerously, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2781,1,2835,1999,81,1.9135802469135803,1.0148587446560915,train,"['Drama', 'Romance']",Children of Paradise (Les enfants du paradis),,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2782,3,2836,1999,441,3.208616780045352,0.9963652764786292,train,['Western'],High Plains Drifter,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2783,3,2837,1999,61,3.262295081967213,1.2503551408068336,train,"['Crime', 'Drama', 'Western']",Hang 'Em High,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2784,1,2838,1999,23,2.8695652173913038,1.3247417527437,train,['Comedy'],Handle with Care (a.k.a. Citizen's Band),,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2785,3,2839,1999,113,3.5752212389380533,1.1862704893196128,train,"['Action', 'Comedy']",Drunken Master (Jui kuen),,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2786,1,2840,1999,434,2.5967741935483866,1.2572519281303385,train,['Drama'],"Conformist, The (Conformista, Il)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2787,3,2841,1999,447,3.29082774049217,1.004688999618886,train,"['Comedy', 'Drama']",Hairspray,,2000000.0,New Line Cinema,USA,John Waters,6671108.0,PG,92.0,7.0,Sonny Bono,17169.0,John Waters,Comedy,1378245007.0,25100547.0,6671108.0,25100547.0
2788,3,2841,1999,447,3.29082774049217,1.004688999618886,train,"['Comedy', 'Drama']",Hairspray,,75000000.0,New Line Cinema,USA,Adam Shankman,118871849.0,PG,117.0,6.7,John Travolta,104717.0,Leslie Dixon,Comedy,1378245007.0,0.0,802499977.0,79577928.0
2789,1,2842,1999,62,2.9032258064516134,1.1971232925992898,train,"['Drama', 'Romance']",Brief Encounter,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2790,4,2843,1999,181,3.74585635359116,1.2299715269179414,train,['Drama'],"Razor's Edge, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2791,1,2844,1999,130,3.0230769230769234,1.184298992047237,train,"['Drama', 'Romance']",Reds,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2792,1,2845,1999,18,2.2777777777777777,1.3636264606493256,train,['Documentary'],Return with Honor,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2793,3,2846,1999,161,3.1366459627329197,1.1095995584553118,train,"['Comedy', 'Crime', 'Drama', 'Fantasy']",Time of the Gypsies (Dom za vesanje),,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2794,4,2847,1999,58,3.931034482758621,0.8348141712647581,train,['Drama'],Days of Heaven,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2795,3,2848,1999,107,3.766355140186916,0.996024543650164,train,['Drama'],"Fire Within, The (Feu follet, Le)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2796,1,2849,1999,52,2.9807692307692313,0.8281892512568825,train,"['Drama', 'Musical']","Amor brujo, El (Love Bewitched, A)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2797,1,2850,1999,7,2.7142857142857144,0.7559289460184544,train,"['Comedy', 'Romance']","Lady Eve, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2798,1,2851,1999,125,2.336,0.9499066168024946,train,"['Adventure', 'Comedy', 'Romance']",Sullivan's Travels,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2799,3,2852,1999,298,3.8288590604026846,0.7437094488971563,train,['Comedy'],"Palm Beach Story, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2800,2,2853,1999,29,2.7241379310344827,1.250615611955566,train,"['Drama', 'Sci-Fi']",Man Facing Southeast,,0.0,Cinequanon,Argentina,Eliseo Subiela,725000.0,R,105.0,7.8,Lorenzo Quinteros,2991.0,Eliseo Subiela,Drama,725000.0,725000.0,725000.0,725000.0
2801,1,2854,1999,13,2.3076923076923075,1.1094003924504583,train,"['Drama', 'Thriller']",Niagara,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2802,1,2855,1999,18,2.2222222222222223,1.1143742932064957,train,"['Drama', 'Film-Noir', 'Mystery', 'Romance']",Gilda,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2803,1,2856,1999,62,2.8225806451612905,1.1807776480123084,train,"['Musical', 'Romance', 'War']",South Pacific,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2804,3,2857,1999,842,3.57957244655582,1.0679464809549306,train,"['Drama', 'Romance']",Flashdance,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2805,4,2858,1999,4554,4.473869126043039,0.8414099253159485,train,"['Drama', 'Romance']",Indochine,1.0,0.0,Paradis Films,France,Régis Wargnier,5734232.0,PG-13,148.0,7.1,Catherine Deneuve,7851.0,Erik Orsenna,Drama,5882920.0,5734232.0,5734232.0,5734232.0
2806,3,2859,1999,483,4.10351966873706,0.8818407950930519,train,"['Action', 'Drama', 'War']","Dirty Dozen, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2807,1,2860,1999,260,2.7769230769230764,1.1271680755361508,train,['Mystery'],Mike's Murder,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2808,1,2861,1999,610,2.8836065573770493,1.1833103669737173,train,"['Comedy', 'Musical']",Help!,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2809,1,2862,1999,141,2.2978723404255317,1.138574803685127,train,"['Action', 'Adventure', 'Thriller']",Goldfinger,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2810,3,2863,1999,786,3.9007633587786263,0.9592058432172316,train,"['Action', 'Adventure', 'Thriller']",From Russia with Love,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2811,1,2864,1999,41,2.8536585365853657,1.0382912792120549,train,"['Action', 'Adventure', 'Thriller']",Dr. No,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2812,1,2865,1999,71,3.0422535211267605,1.0479451964720543,train,"['Adventure', 'Drama', 'Romance']","Blue Lagoon, The",,,,,,,,,,,,,,0.0,0.0,0.0,0.0
