movieId,gen,title_new,year
69374,"['Drama', 'Romance']",Wrestling Ernest Hemingway ,1993
69379,"['Adventure', 'Drama', 'Thriller']",Cargo ,2006
69381,"['Action', 'Crime', 'Thriller']","Hitman, The ",1991
69387,"['Drama', 'Romance']",Goodbye Again ,1961
69394,"['Crime', 'Drama']","Stoning of Soraya M., The ",2008
69406,"['Comedy', 'Romance']","Proposal, The ",2009
69419,"['Horror', 'Sci-Fi']","Crawling Hand, The ",1963
69421,"['Action', 'Crime', 'Drama']",Dillinger ,1973
69429,"['Drama', 'Romance']",Home from the Hill ,1960
69432,['Documentary'],Small Town Gay Bar ,2006
69436,"['Adventure', 'Comedy']",Year One ,2009
69438,"['Comedy', 'Drama']",O'Horten ,2007
69442,['Comedy'],Pekka ja Pätkä neekereinä ,1960
69444,"['Crime', 'Drama', 'Film-Noir']",5 Against the House ,1955
69446,"['Comedy', 'Romance']",3 on a Couch (Three on a Couch) ,1966
69448,['Comedy'],Promise Me This (Zavet) ,2007
69451,"['Horror', 'Sci-Fi', 'Thriller']",Mindwarp ,1992
69453,"['Adventure', 'Sci-Fi']","Land That Time Forgot, The ",1975
69458,['Documentary'],Tyson ,2008
69460,['Documentary'],Primary ,1960
69464,['Drama'],Angels of the Universe (Englar alheimsins) ,2000
69466,"['Comedy', 'Drama', 'Romance']","Alibi, The (Lies and Alibis) ",2006
69469,['Animation'],Garfield's Pet Force ,2009
69475,['Drama'],Dutchman ,1967
69481,"['Action', 'Drama', 'Thriller', 'War']","Hurt Locker, The ",2008
69483,"['Comedy', 'Drama']","Not on Your Life (Verdugo, El) (Executioner, The) ",1963
69485,"['Action', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']",Air Hawks ,1935
69487,['Drama'],Anna Lucasta ,1958
69489,"['Comedy', 'War']",How I Unleashed World War II (Jak rozpetalem II wojne swiatowa) ,1970
69493,"['Action', 'Crime', 'Mystery', 'Thriller']",Tu£sday ,2008
69495,"['Drama', 'Romance']",Breakfast with Scot ,2007
69498,"['Drama', 'Romance']",La Ronde ,1950
69500,['Comedy'],Brunet Will Call (Brunet wieczorowa pora) ,1976
69503,['Comedy'],Going Berserk ,1983
69506,['Horror'],Luther the Geek ,1990
69509,"['Action', 'Adventure', 'Drama', 'Horror', 'Thriller']","Vampires, Les ",1915
69516,"['Crime', 'Drama', 'Film-Noir']","Limits of Control, The ",2009
69518,['Comedy'],Pornorama ,2007
69521,"['Documentary', 'Musical', 'War']",Heavy Metal in Baghdad ,2007
69524,"['Action', 'Adventure', 'Thriller']",Raiders of the Lost Ark: The Adaptation ,1989
69526,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",Transformers: Revenge of the Fallen ,2009
69529,['Documentary'],Home ,2009
69542,"['Adventure', 'Drama']",K2 ,1991
69545,"['Horror', 'Thriller']",D@bbe ,2006
69552,"['Comedy', 'Drama']",Tulpan ,2008
69559,"['Crime', 'Drama', 'Film-Noir', 'Mystery']","File on Thelma Jordan, The ",1950
69565,['Documentary'],Bling: A Planet Rock ,2007
69569,['Drama'],Jet Pilot ,1957
69574,"['Drama', 'Fantasy']",Phoebe in Wonderland ,2008
69604,"['Comedy', 'Romance']",Whatever Works ,2009
69606,"['Comedy', 'Fantasy', 'Romance']",Ghosts of Girlfriends Past ,2009
69609,['Drama'],Holly ,2006
69611,"['Crime', 'Drama', 'Mystery', 'Thriller']",Hustle ,1975
69626,['Drama'],Houdini ,1953
69640,"['Crime', 'Drama', 'Thriller']",Public Enemies ,2009
69644,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'Romance']",Ice Age: Dawn of the Dinosaurs ,2009
69652,"['Drama', 'War']",120 ,2008
69654,"['Action', 'Drama', 'Thriller']",Prison Break: The Final Break ,2009
69666,['Drama'],Samson and Delilah ,2009
69670,"['Sci-Fi', 'Thriller']",Final Approach ,1991
69674,"['Crime', 'Drama', 'Film-Noir']","Mob, The ",1951
69677,"['Drama', 'Romance']",Daisy Kenyon ,1947
69685,"['Animation', 'Comedy']",Daria: Is It College Yet? ,2002
69687,['Comedy'],"Irene, Go Home! (Irena do domu!) ",1955
69689,"['Adventure', 'Animation', 'Children', 'Fantasy']",Resan Till Melonia ,1989
69699,"['Comedy', 'Drama']",Love Streams ,1984
69701,"['Drama', 'Romance']",Blue Week (Sininen viikko) ,1954
69704,"['Adventure', 'Comedy', 'Fantasy', 'Horror']",Night of the Living Dead 3D ,2006
69706,['Documentary'],Mumia Abu-Jamal: A Case for Reasonable Doubt? ,1997
69708,['Documentary'],Off the Charts: The Song-Poem Story ,2003
69712,['Drama'],My Sister's Keeper ,2009
69714,"['Action', 'Comedy', 'Musical']",Kambakkht Ishq (Incredible Love) ,2009
69720,"['Comedy', 'Drama', 'Horror']",Hood of Horror ,2006
69722,"['Children', 'Comedy', 'Fantasy']","Dirt Bike Kid, The ",1985
69729,"['Comedy', 'Drama', 'Musical', 'Romance']",I Have Found It (Kandukondain Kandukondain) ,2000
69732,"['Action', 'Animation', 'Horror']",Lady Death ,2004
69744,"['Comedy', 'Crime', 'Drama', 'Romance']",Blonde Crazy ,1931
69746,"['Action', 'Adventure', 'Animation', 'Horror']",Watchmen: Tales of the Black Freighter ,2009
69748,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",Ranma ½: Nihao My Concubine (Ranma ½: Kessen Tôgenkyô! Hanayome o torimodose!!) ,1992
69753,['Drama'],Pittsburgh ,1942
69755,"['Romance', 'Western']","Lucky Texan, The ",1934
69757,"['Comedy', 'Drama', 'Romance']",(500) Days of Summer ,2009
69761,['Drama'],Through the Olive Trees (Zire darakhatan zeyton) ,1994
69766,['Documentary'],News from a Personal War (Notícias de uma Guerra Particular) ,1999
69768,"['Drama', 'Romance']",Magnificent Obsession ,1935
69771,"['Drama', 'Romance']",7th Heaven (Seventh Heaven) ,1927
69773,"['Drama', 'Romance']",Madame Bovary ,1949
69784,['Comedy'],Brüno (Bruno) ,2009
69786,['Documentary'],"Boys: The Sherman Brothers' Story, The ",2009
69788,['Documentary'],1939: Hollywood's Greatest Year ,2009
69792,"['Crime', 'Drama']",Madigan ,1968
69800,"['Crime', 'Drama', 'Thriller']",Toughguy ,1995
69803,"['Adventure', 'Animation', 'Children', 'Comedy']",Pinchcliffe Grand Prix (Flåklypa Grand Prix) ,1975
69805,"['Action', 'Adventure', 'Fantasy']","Librarian, The: The Curse of the Judas Chalice ",2008
69809,"['Fantasy', 'Sci-Fi']",The Inhabited Island ,2008
69811,"['Comedy', 'Drama']",Odgrobadogroba ,2005
69818,"['Drama', 'Fantasy', 'Romance', 'Thriller']",Franklyn ,2008
69821,"['Action', 'Drama']",Men of War ,1994
69830,['Documentary'],Iron Maiden: Flight 666 ,2009
69834,['Drama'],Agency ,1980
69842,"['Comedy', 'Drama', 'Romance']",Good Dick ,2008
69844,"['Adventure', 'Fantasy', 'Mystery', 'Romance', 'IMAX']",Harry Potter and the Half-Blood Prince ,2009
69849,"['Drama', 'War']",Roots ,1977
69856,"['Drama', 'Romance']",Mélo ,1986
69858,['Drama'],Love unto Death (L'amour a mort) ,1984
69860,"['Drama', 'War']",Eichmann ,2007
69864,['Documentary'],Blue Blood ,2006
69873,"['Children', 'Comedy', 'Fantasy', 'Sci-Fi']","Corridors of Time: The Visitors II, The (Couloirs du temps: Les visiteurs 2, Les) ",1998
69878,['Documentary'],Who Killed Nancy? ,2009
69880,"['Drama', 'Horror', 'Mystery', 'Thriller']",Summer of Fear ,1996
69882,"['Animation', 'Children', 'Comedy']",Kurt Turns Evil (Kurt blir grusom) ,2008
69904,"['Drama', 'Thriller']",Open Water 2: Adrift ,2006
69906,"['Drama', 'Horror']",Possessed ,2000
69908,['Drama'],"Group, The ",1966
69911,"['Drama', 'Romance', 'War']",Senso ,1954
69917,['Comedy'],Slap Shot 2: Breaking the Ice ,2002
69919,['Drama'],"Mark of Cain, The ",2007
69926,"['Comedy', 'Romance']","Strawberry Blonde, The ",1941
69928,"['Children', 'Comedy', 'Musical']","Muppet Musicians of Bremen, The ",1972
69931,"['Drama', 'Romance']","Brief Vacation, A (breve vacanza, Una) ",1973
69934,"['Comedy', 'Drama', 'Romance']",My Sassy Girl ,2008
69945,"['Crime', 'Mystery']","Fast and the Furious, The ",1955
69947,"['Action', 'Mystery']",Game of Death II (a.k.a. Tower of Death) (Si wang ta) ,1981
69949,"['Crime', 'Drama']",Rosso ,1985
69951,"['Drama', 'Fantasy']","Imaginarium of Doctor Parnassus, The ",2009
69953,['Documentary'],9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) ,2008
69957,['Documentary'],Sink or Swim ,1990
69964,"['Action', 'Drama', 'War']","Giant of Marathon, The (Battaglia di Maratona, La) ",1959
69971,['Drama'],Ludwig ,1972
69974,"['Horror', 'Thriller']",Shiver (Eskalofrío) ,2008
69979,['Drama'],Haaveiden kehä ,2002
69981,"['Crime', 'Thriller']",Winter of Frozen Dreams ,2009
69986,['Drama'],"Cold Water (Eau Froide, L') ",1994
69988,['Comedy'],Humpday ,2009
69992,"['Comedy', 'Drama', 'Romance']",Ten Inch Hero ,2007
69995,['Drama'],Tokyo Sonata ,2008
70008,"['Comedy', 'Drama']",Kill Your Darlings ,2006
70015,"['Crime', 'Drama']",Polytechnique ,2009
70032,['Comedy'],Visioneers ,2008
70046,"['Horror', 'Mystery']","Vault of Horror, The ",1973
70048,['Comedy'],"Dark Backward, The ",1991
70050,"['Action', 'Crime', 'Drama']",Blue City ,1986
70062,"['Crime', 'Drama', 'Thriller']",Judas Kiss ,1998
70064,"['Action', 'Thriller']",Streets of Blood ,2009
70088,['Drama'],Jonathan Livingston Seagull ,1973
70093,['Romance'],Cheri ,2009
70102,"['Adventure', 'Drama']",One Week ,2008
70118,"['Adventure', 'Thriller']","Run, Simon, Run ",1970
70121,['Western'],'Neath the Arizona Skies ,1934
70126,['Documentary'],Pavement: Slow Century ,2002
70128,"['Comedy', 'Crime', 'Thriller']",Mortel transfert ,2001
70130,"['Drama', 'Romance']",Loulou ,1980
70133,"['Comedy', 'Romance']","Answer Man, The (a.k.a. Arlen Faber) ",2009
70146,['Western'],Rage at Dawn ,1955
70148,"['Crime', 'Western']",Paradise Canyon ,1935
70152,['Documentary'],"Perfect Fake, A ",2005
70155,['Comedy'],Seven Years Bad Luck ,1921
70157,"['Comedy', 'Musical', 'Romance']","Gang's All Here, The ",1943
70159,"['Drama', 'Horror', 'Mystery', 'Thriller']",Orphan ,2009
70173,['Drama'],Afterburn ,1992
70175,"['Crime', 'Drama']",Fragments ,2008
70181,"['Action', 'Romance', 'Western']",Rainbow Valley ,1935
70183,"['Comedy', 'Drama', 'Romance']","Ugly Truth, The ",2009
70186,['Drama'],Heimat - A Chronicle of Germany (Heimat - Eine deutsche Chronik) ,1984
70188,"['Drama', 'Romance']",Wild River ,1960
70197,['Documentary'],My First War ,2008
70201,['Comedy'],High Hopes ,1988
70204,"['Action', 'Drama', 'Romance']",Tulsa ,1949
70206,"['Crime', 'Horror', 'Thriller']","Collector, The ",2009
70208,"['Horror', 'Thriller']","Perfect Getaway, A ",2009
70223,"['Action', 'Adventure', 'Comedy', 'Romance', 'War']",Fanfan la Tulipe (Fan-Fan the Tulip) ,1952
70227,"['Horror', 'Thriller']",Dark Ride ,2006
70229,"['Drama', 'Horror', 'Thriller']",House ,2008
70235,['Drama'],Dallas 362 ,2003
70237,['Drama'],Moonshot ,2009
70282,"['Adventure', 'Children', 'Fantasy', 'Sci-Fi']",Aliens in the Attic ,2009
70286,"['Mystery', 'Sci-Fi', 'Thriller']",District 9 ,2009
70293,"['Comedy', 'Drama', 'Romance']",Julie & Julia ,2009
70295,['Documentary'],"Beaches of Agnes, The (Plages d'Agnès, Les) ",2008
70301,"['Crime', 'Drama', 'Thriller']",Obsessed ,2009
70305,"['Adventure', 'Children', 'Fantasy', 'Sci-Fi', 'Thriller']",Race to Witch Mountain ,2009
70312,"['Comedy', 'Drama', 'Musical']","Family Secret, A (Le secret de ma mère) ",2006
70315,['Comedy'],Friend Zone (Pagafantas) ,2009
70318,"['Mystery', 'Thriller']","Black Box, The (La boîte noire) ",2005
70327,['Drama'],Requiem for a Maiden (Requiem pro panenku) ,1992
70331,['Comedy'],My Stars (Mes stars et moi) ,2008
70334,"['Comedy', 'Drama', 'Musical', 'Romance']",Hannah Montana: The Movie ,2009
70336,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",G.I. Joe: The Rise of Cobra ,2009
70342,"['Drama', 'War']",Séraphine ,2008
70344,"['Comedy', 'Drama']",Cold Souls ,2009
70355,['Drama'],Daddy Nostalgia (Daddy Nostalgie) ,1990
70361,"['Action', 'Thriller']",12 Rounds ,2009
70366,"['Comedy', 'Horror']","Silent Night, Deadly Night Part 2 ",1987
70370,['Drama'],The Boys from Fengkuei ,1983
70372,['Drama'],The Sandwich Man ,1983
70374,['Comedy'],"Left-Hand Side of the Fridge, The (Moitié gauche du frigo, La) ",2000
70377,"['Drama', 'Film-Noir', 'Romance', 'Thriller']",Where Danger Lives ,1950
70410,"['Drama', 'Mystery', 'Thriller']","Killing Room, The ",2009
70418,"['Drama', 'Musical', 'Romance']",Introducing Dorothy Dandridge ,1999
70421,['Drama'],A Summer at Grandpa's ,1984
70423,['Drama'],"A Time to Live, a Time to Die ",1985
70425,"['Comedy', 'Romance']","One and Only, The (Eneste ene, Den) ",1999
70432,"['Drama', 'Thriller']",Fail Safe ,2000
70439,"['Comedy', 'Drama']",Four Last Songs ,2007
70451,"['Action', 'Drama', 'War']",Max Manus ,2008
70465,"['Action', 'Crime', 'Drama']",Jerusalema (Gangster's Paradise: Jerusalema) ,2008
70488,"['Adventure', 'Documentary']",Wings of Hope (Julianes Sturz in den Dschungel) ,2000
70490,"['Action', 'Adventure', 'Western']","Trail Beyond, The ",1934
70492,['Western'],Winds of the Wasteland ,1936
70495,"['Action', 'Comedy']",Kill Buljo: The Movie ,2007
70497,"['Adventure', 'Comedy', 'Crime', 'Drama']",Stone of Destiny ,2008
70500,['Documentary'],Okie Noodling ,2001
70507,"['Comedy', 'Drama', 'Fantasy']",Days of Darkness ,2007
70511,['Western'],Randy Rides Alone ,1934
70513,"['Romance', 'Western']",West of the Divide ,1934
70517,"['Children', 'Comedy']",Army Brats (Schatjes!) ,1984
70521,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",Lost in Austen ,2008
70529,"['Comedy', 'Fantasy']",Je suis né d'une cigogne ,1999
70531,"['Action', 'Romance', 'Western']","Star Packer, The ",1934
70533,"['Action', 'Animation', 'Sci-Fi']",Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) ,2007
70535,"['Animation', 'Comedy', 'Romance']",Love Hina Christmas Special: Silent Eve (Rabu Hina kurisumasu supesharu: Sairento ivu) ,2000
70537,['Drama'],Moliere ,1978
70541,"['Drama', 'Romance']",Floating Clouds  (Ukigumo) ,1955
70543,['Drama'],Japanese Girls at the Harbor (Minato no nihon musume) ,1933
70545,['Comedy'],"Deal, The ",2008
70549,['Drama'],Doing Time on Maple Drive ,1992
70559,"['Action', 'Crime', 'Drama', 'Thriller']","Line, The (La linea) ",2008
70562,"['Comedy', 'Drama', 'Romance']","Ramen Girl, The ",2008
70565,['Comedy'],"Goods: Live Hard, Sell Hard, The ",2009
70567,"['Drama', 'Romance']",Adam ,2009
70571,['Comedy'],Just Sex and Nothing Else (Csak szex és más semmi) ,2005
70587,"['Comedy', 'Sci-Fi']",Alien Trespass ,2009
70591,"['Action', 'Drama']",Ignition ,2001
70593,"['Crime', 'Drama']",Dillinger and Capone ,1995
70595,['Comedy'],"Next Stop, Greenwich Village ",1976
70597,"['Comedy', 'Romance']",Gigantic ,2008
70599,"['Drama', 'Romance', 'Sci-Fi']","Time Traveler's Wife, The ",2009
70607,"['Action', 'Comedy', 'Horror', 'Thriller']",Feast II: Sloppy Seconds ,2008
70609,['Drama'],Katze im Sack ,2005
70611,['Drama'],Traffic Affairs (Mitfahrer) ,2004
70629,['Drama'],Waterland ,1992
70637,"['Drama', 'Romance']",I Can't Think Straight ,2007
70641,['Comedy'],Miss March ,2009
70643,"['Comedy', 'Drama', 'Musical']",Bandslam ,2009
70649,['Drama'],A City of Sadness ,1989
70656,['Documentary'],Harvard Beats Yale 29-29 ,2008
70659,['Documentary'],"Great Happiness Space, The: Tale of an Osaka Love Thief ",2006
70661,"['Comedy', 'Drama', 'Romance']",Tyler Perry's Meet the Browns ,2008
70663,"['Comedy', 'Romance']","I Love You, Beth Cooper ",2009
70670,"['Crime', 'Drama', 'Film-Noir']",Second Wind (Le deuxième souffle) (Second Breath) ,1966
70678,['Drama'],Huhwihaji Anha (No Regret) ,2006
70682,"['Comedy', 'Drama', 'Musical']",Detroit Metal City (Detoroito Metaru Shiti) ,2008
70684,['Drama'],Daughter of the Nile ,1987
70687,"['Comedy', 'Documentary', 'Drama', 'Romance']",Paper Heart ,2009
70689,"['Crime', 'Drama', 'Film-Noir']",Mystery Street ,1950
70695,"['Drama', 'Horror', 'Thriller']","Haunting of Molly Hartley, The ",2008
70697,"['Action', 'Adventure', 'Children', 'Fantasy']",G-Force ,2009
70703,['Adventure'],Christopher Columbus: The Discovery ,1992
70706,"['Action', 'Drama']",Fighting ,2009
70708,"['Drama', 'Mystery']",Tetro ,2009
70712,"['Adventure', 'Drama']",Abandon Ship! (Seven Waves Away) ,1957
70722,"['Drama', 'Romance']","Good Men, Good Women ",1995
70724,"['Crime', 'Drama', 'Film-Noir']",Side Street ,1949
70726,['Drama'],Adoration ,2008
70728,"['Action', 'Comedy', 'Drama', 'Thriller']",Bronson ,2009
70730,['Drama'],Feel the Noise ,2007
70740,"['Comedy', 'Drama']",I Really Hate My Job ,2007
70742,['Documentary'],"Matador, The ",2008
70751,['Drama'],Little Richard ,2000
70762,['Comedy'],"Curiosity of Chance, The ",2006
70769,"['Drama', 'Fantasy', 'Romance', 'Thriller']",If Only ,2004
70789,"['Drama', 'Romance']","Susana (Devil and the Flesh, The) ",1951
70792,['Western'],Vengeance Valley ,1951
70795,"['Crime', 'Drama', 'Mystery']",Great Guy ,1936
70797,"['Adventure', 'Crime', 'Drama']","Hurricane Express, The ",1932
70800,['Documentary'],Paris ,2007
70802,"['Adventure', 'Fantasy', 'Romance']","Secret of Moonacre, The ",2008
70804,['Documentary'],Olympia Part One: Festival of the Nations (Olympia 1. Teil - Fest der Völker) ,1938
70806,['Documentary'],Olympia Part Two: Festival of Beauty (Olympia 2. Teil - Fest der Schönheit) ,1938
70817,"['Action', 'Adventure', 'Thriller']",Shadow Warriors 2 (Assault on Devil's Island) ,1997
70819,"['Crime', 'Drama', 'Mystery', 'Thriller']",The Shadow of the Eagle ,1932
70821,['Documentary'],Cinematographer Style ,2006
70824,"['Horror', 'Sci-Fi', 'Thriller']","Cell 2, The ",2009
70826,['Horror'],Summer School ,2006
70828,"['Documentary', 'Drama', 'Sci-Fi']",Space Odyssey: Voyage to the Planets ,2004
70831,"['Documentary', 'Drama']",Krakatoa: The Last Days ,2006
70833,['Drama'],Queen Kelly ,1929
70837,"['Action', 'Crime', 'Drama', 'Thriller']","Master Touch, The (Un uomo da rispettare) ",1972
70839,"['Drama', 'Mystery', 'Romance']",Midnight Bayou ,2009
70843,"['Drama', 'Mystery', 'Romance']",Northern Lights ,2009
70846,['Drama'],Lorna's Silence (Le silence de Lorna) ,2008
70849,"['Crime', 'Thriller']","Doulos, Le ",1962
70862,['Documentary'],It Might Get Loud ,2008
70864,"['Comedy', 'Crime', 'Horror', 'Thriller']",Botched ,2007
70867,"['Comedy', 'Mystery']",Lonely Street ,2009
70869,"['Drama', 'Mystery', 'Romance']",High Noon ,2009
70871,"['Drama', 'Romance']","Day in the Country, A (Partie de campagne) ",1936
70877,"['Adventure', 'Drama']",Moonfleet ,1955
70880,['Drama'],7 Women (a.k.a. Seven Women) ,1966
70887,"['Horror', 'Thriller']",Vacancy 2: The First Cut ,2009
70889,['Comedy'],"Pom Pom Girls, The ",1976
70891,"['Drama', 'Mystery', 'Romance']",Tribute ,2009
70898,['Comedy'],Post Grad ,2009
70912,['Drama'],Goodbye Solo ,2008
70914,"['Action', 'Adventure']",Long John Silver ,1954
70920,"['Comedy', 'Romance']",Questo piccolo grande amore ,2009
70924,"['Drama', 'Romance']",Voices ,1979
70927,"['Comedy', 'Drama']",To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence) ,2007
70932,['Comedy'],My Life in Ruins ,2009
70946,"['Fantasy', 'Horror']",Troll 2 ,1990
70948,['Documentary'],London ,1994
70958,"['Drama', 'Musical', 'Romance']",Paris 36 (Faubourg 36) ,2008
70961,"['Comedy', 'Crime', 'Drama', 'Mystery']",Murder Ahoy ,1964
70964,['Documentary'],Witch Hunt ,2008
70968,"['Comedy', 'Drama']","Dog Year, A ",2009
70970,"['Drama', 'War']",Good ,2008
70976,"['Drama', 'Romance']","Romance of Astrea and Celadon, The (Les amours d'Astrée et de Céladon) ",2007
70978,['Comedy'],Boyfriends and Girlfriends (a.k.a. My Girlfriend's Boyfriend) (L'ami de mon amie) ,1987
70984,['Comedy'],Taking Woodstock ,2009
70988,['Drama'],Norma Jean & Marilyn ,1996
70990,['Drama'],If These Walls Could Talk ,1996
70992,['Drama'],Cargo 200 (Gruz 200) ,2007
70994,"['Horror', 'Thriller']",Halloween II ,2009
71007,"['Action', 'Drama', 'Sci-Fi']",Meteor ,2009
71011,"['Thriller', 'War']",Five Graves to Cairo ,1943
71014,"['Crime', 'Drama', 'Film-Noir']","Dark Corner, The ",1946
71017,['Drama'],Full Body Massage ,1995
71027,"['Comedy', 'Drama', 'Romance']","Good Marriage, A (Beau mariage, Le) ",1982
71029,['Documentary'],Videocracy (Videocracy - Basta apparire) ,2009
71033,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","Secret in Their Eyes, The (El secreto de sus ojos) ",2009
71047,['Documentary'],"Day After Trinity, The ",1981
71057,"['Adventure', 'Animation', 'Sci-Fi']",9 ,2009
71065,['Comedy'],Cosmonaut (Cosmonauta) ,2009
71067,"['Comedy', 'Horror']",Carry on Screaming! ,1966
71069,"['Action', 'Crime', 'Drama']",Green Street Hooligans 2 ,2009
71094,"['Comedy', 'Crime']",Randy and the Mob ,2007
71096,"['Crime', 'Drama']",Detective (Détective) ,1985
71102,"['Action', 'Adventure', 'Thriller']","Three Musketeers, The ",1933
71104,"['Comedy', 'Drama', 'Romance']",Seven Sinners ,1940
71106,"['Comedy', 'Sci-Fi']",Frequently Asked Questions About Time Travel ,2009
71108,"['Drama', 'Mystery']","White Ribbon, The (Das weiße Band) ",2009
71110,"['Comedy', 'Drama']",Kahlekuningas ,2002
71112,"['Comedy', 'Drama', 'Romance']",Mentiras y gordas ,2009
71114,"['Comedy', 'Romance']",Brain Drain ,2009
71116,['Documentary'],Living with Michael Jackson ,2003
71129,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Sci-Fi']",Green Lantern: First Flight ,2009
71131,['Documentary'],"Most Hated Family in America, The ",2007
71133,"['Action', 'Comedy', 'Thriller']",Lies and Illusions ,2009
71135,"['Horror', 'Sci-Fi', 'Thriller']",Pandorum ,2009
71139,"['Adventure', 'Drama', 'Romance']",Paraíso Travel ,2008
71141,"['Action', 'Comedy', 'Crime', 'Thriller']",Airbag ,1997
71143,"['Drama', 'Fantasy', 'Romance']",Peter Ibbetson ,1935
71147,['Drama'],Death of a Cyclist (Muerte de un ciclista) ,1955
71152,"['Drama', 'Fantasy', 'Mystery']",Skellig ,2009
71154,"['Action', 'Drama', 'Thriller']",Flood ,2007
71156,"['Action', 'Comedy', 'Drama']","Men Who Stare at Goats, The ",2009
71158,['Animation'],Immigrants (L.A. Dolce Vita) ,2008
71160,"['Action', 'Adventure', 'Fantasy']","Hunt For Gollum, The ",2009
71164,['Comedy'],Welcome Mr. Marshall (Bienvenido Mister Marshall) ,1953
71168,"['Crime', 'Horror', 'Romance']",Beast from Haunted Cave ,1959
71170,['Drama'],All's Well ,1972
71178,['Drama'],Street of Shame (Akasen chitai) ,1956
71180,['Drama'],Padre padrone ,1977
71182,"['Drama', 'War']","Travelling Players, The (O thiasos) ",1975
71184,['Documentary'],Valentino: The Last Emperor ,2008
71187,['Comedy'],"Pilgrim, The ",1923
71189,"['Comedy', 'Musical']","Million, Le (Million, The) ",1931
71199,['Drama'],Memories of Underdevelopment (Memorias del subdesarrollo) ,1968
71201,['Comedy'],Return Of The Ghostbusters ,2007
71203,['Horror'],Laid To Rest ,2009
71205,"['Comedy', 'Horror', 'Sci-Fi', 'Thriller']",Jennifer's Body ,2009
71211,"['Comedy', 'Crime', 'Drama', 'Thriller']","Informant!, The ",2009
71216,"['Drama', 'Musical', 'Romance']","Great Gabbo, The ",1929
71237,['Drama'],Hillsborough ,1996
71239,"['Drama', 'Horror', 'Thriller']","Brøken, The (a.k.a. Broken, The) ",2008
71241,"['Action', 'Adventure', 'Drama', 'Romance', 'Western']","Tall Men, The ",1955
71243,"['Crime', 'Drama', 'Film-Noir', 'Romance']",Tension ,1949
71246,['Drama'],Amreeka ,2009
71248,['Comedy'],Extract ,2009
71252,"['Horror', 'Thriller']","Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) ",2009
71254,"['Action', 'Sci-Fi', 'Thriller']",Gamer ,2009
71264,"['Animation', 'Children', 'Fantasy', 'IMAX']",Cloudy with a Chance of Meatballs ,2009
71266,"['Drama', 'Romance']",Radio Inside ,1994
71268,"['Comedy', 'Drama']",Tyler Perry's I Can Do Bad All by Myself ,2009
71276,['Drama'],"Silver Stallion (Silver Brumpy, The) ",1993
71278,"['Adventure', 'Comedy']",Mr. Robinson Crusoe ,1932
71280,"['Drama', 'Thriller']","Wreck of the Mary Deare, The ",1959
71282,['Documentary'],"Food, Inc. ",2008
71285,"['Comedy', 'Drama']",Beeswax ,2009
71300,['Drama'],"Conspiracy of Torture, The (Beatrice Cenci) ",1969
71302,"['Comedy', 'Sci-Fi']",Attack of the 50 Foot Woman ,1958
71304,"['Drama', 'Horror']",Thirst (Bakjwi) ,2009
71318,"['Adventure', 'Animation', 'Sci-Fi']",Terra (a.k.a. Battle for Terra) ,2007
71322,['Drama'],Forbidden Fruit (Kielletty hedelmä) ,2009
71325,"['Comedy', 'Drama', 'Romance']",Love Happens ,2009
71327,"['Drama', 'Romance']",Bright Star ,2009
71341,['Horror'],Blood Creek (a.k.a. Town Creek) ,2009
71343,"['Film-Noir', 'Thriller']",Split Second ,1953
71348,"['Crime', 'Drama']",A Good Man ,2009
71350,"['Crime', 'Drama', 'Film-Noir', 'Romance', 'Thriller']",Scandal Sheet ,1952
71355,"['Drama', 'Romance']",February (Khumphaphan) ,2003
71357,"['Drama', 'Romance']",Turn Left at the End of the World (Sof Ha'Olam Smola) ,2005
71361,"['Crime', 'Drama', 'Romance']",I Want You ,1998
71363,['Comedy'],"Confiance règne, La ",2004
71372,['Horror'],Hellraiser: Deader ,2005
71374,['Horror'],Hellraiser: Hellworld ,2005
71376,['Thriller'],Chronicle of an Escape (Crónica de una fuga) ,2006
71379,"['Horror', 'Thriller']",Paranormal Activity ,2009
71382,['Drama'],Lake City ,2008
71384,['Drama'],"Eagle Has Two Heads, The (L'aigle à deux têtes) ",1948
71386,"['Comedy', 'Fantasy']","Forever, Darling ",1956
71390,['Documentary'],"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! ",2008
71402,['Comedy'],3 Ring Circus ,1954
71404,"['Adventure', 'Fantasy']","3 Worlds of Gulliver, The ",1960
71409,"['Crime', 'Thriller']","Execution of P, The (Kinatay) ",2009
71413,"['Comedy', 'Drama', 'Romance']",Angel ,1937
71416,"['Comedy', 'Musical']",Hellzapoppin' ,1941
71418,['Drama'],Ballast ,2008
